customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
354,Mavra,Donavan,Female,87,1980-11-26,Legal Assistant,Property,Mass Customer,N,No,9,43
355,Stacy,Gullane,Female,97,1979-06-01,Database Administrator II,Retail,Mass Customer,N,Yes,3,44
359,Dulcine,Gauson,Female,2,1958-11-28,Legal Assistant,Manufacturing,Affluent Customer,N,Yes,6,65
360,Atalanta,Starbucke,Female,64,1956-04-02,Staff Scientist,Property,Mass Customer,N,Yes,19,68
361,Stephana,Minero,Female,59,1999-03-27,Software Engineer IV,Health,Mass Customer,N,Yes,2,25
362,Jamima,Pirolini,Female,47,1974-11-17,Software Engineer IV,Financial Services,High Net Worth,N,Yes,18,49
363,Sabrina,Caddy,Female,82,1988-03-04,Project Manager,Retail,Mass Customer,N,Yes,7,36
364,Leontyne,Simpkiss,Female,96,1976-09-30,Database Administrator III,Financial Services,Affluent Customer,N,No,11,47
365,Romona,Capitano,Female,98,1976-06-27,VP Quality Control,Property,High Net Worth,N,No,15,47
366,Constance,Ucchino,Female,7,1954-01-08,Librarian,Entertainment,High Net Worth,N,No,19,70
367,Katrinka,Sturrock,Female,93,1985-02-17,Programmer II,Manufacturing,Mass Customer,N,Yes,12,39
369,Alic,Trenear,Male,19,1991-08-24,Actuary,Financial Services,Mass Customer,N,Yes,9,32
371,Pernell,Favelle,Male,7,1954-07-06,Systems Administrator III,Financial Services,Mass Customer,N,No,7,69
372,Moina,Thumim,Female,19,1987-08-13,Graphic Designer,Property,Affluent Customer,N,Yes,4,36
373,Eva,Colenutt,Female,95,2000-08-26,Structural Analysis Engineer,Health,High Net Worth,N,Yes,1,23
374,Valdemar,MacCoughen,Male,81,1992-01-22,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,8,32
375,Salvidor,Renzo,Male,13,1976-08-23,Automation Specialist II,Manufacturing,Mass Customer,N,Yes,7,47
376,Marena,Brunotti,Female,60,1966-10-24,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,57
377,Levy,Bonavia,Male,65,1999-05-19,Staff Scientist,Argiculture,Mass Customer,N,No,1,24
378,Raquela,Yuille,Female,98,1974-05-04,Senior Developer,Retail,Mass Customer,N,No,17,49
380,Teriann,Birdsey,Female,66,1956-05-15,Structural Engineer,Property,Mass Customer,N,No,17,67
382,Issiah,Fardell,Male,68,1985-08-14,Research Nurse,Health,Mass Customer,N,Yes,7,38
385,Kendall,Humes,Male,69,1966-12-07,Project Manager,Health,High Net Worth,N,No,9,57
386,Ethelyn,Pincott,Female,63,1990-10-27,Senior Quality Engineer,Argiculture,Mass Customer,N,No,5,33
387,Spike,Thieme,Male,34,1977-02-19,Administrative Officer,Financial Services,Mass Customer,N,No,22,47
389,Dorene,Scrivner,Female,97,1975-04-27,Help Desk Operator,Entertainment,Affluent Customer,N,Yes,17,48
390,Royall,Slimings,Male,83,1997-11-25,Programmer Analyst II,Health,Affluent Customer,N,No,3,26
392,Brandyn,Morrid,Male,38,1978-06-14,Safety Technician I,Property,Mass Customer,N,No,13,45
393,Cesaro,Isbell,Male,35,1955-02-08,Associate Professor,Manufacturing,Mass Customer,N,Yes,9,69
394,Roanne,Cowthard,Female,70,1977-06-06,Legal Assistant,Health,High Net Worth,N,Yes,16,46
395,Penn,Burkinshaw,Male,28,1976-11-27,Data Coordiator,Retail,High Net Worth,N,Yes,9,47
396,Peria,Iscowitz,Female,98,1967-01-25,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16,57
397,Nerissa,Foote,Female,86,1981-09-02,Paralegal,Financial Services,Affluent Customer,N,Yes,5,42
399,Nickie,Neissen,Male,26,1976-07-18,Engineer III,Manufacturing,Affluent Customer,N,Yes,16,47
400,Sibeal,Fellow,Female,86,1962-05-19,Financial Analyst,Financial Services,Mass Customer,N,No,5,61
401,Halette,Helling,Female,56,1986-12-11,Assistant Professor,Retail,Mass Customer,N,No,15,37
402,Berne,Donegan,Male,9,1977-06-03,Desktop Support Technician,Retail,Affluent Customer,N,No,22,46
404,Sinclair,Sustins,Male,92,1995-12-17,Geologist I,Financial Services,Affluent Customer,N,Yes,4,28
406,Rhona,Spilsburie,Female,58,1987-06-16,Financial Analyst,Financial Services,High Net Worth,N,No,12,36
408,Kurtis,Baistow,Male,79,1991-08-31,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,11,32
409,Tatiania,O'Kane,Female,84,1978-01-23,Executive Secretary,Health,Mass Customer,N,Yes,13,46
411,Cathyleen,Bern,Female,84,1977-03-31,Director of Sales,Financial Services,High Net Worth,N,No,12,47
414,Thorin,Grimoldby,Male,12,1976-07-16,Social Worker,Health,High Net Worth,N,No,10,47
415,Conchita,Jeans,Female,20,1955-05-31,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,18,68
417,Fernandina,Brambley,Female,37,1971-02-17,Biostatistician IV,Argiculture,Mass Customer,N,No,15,53
419,Chrissie,Bernardini,Female,34,1981-01-26,VP Marketing,Manufacturing,Affluent Customer,N,No,17,43
420,Clem,Leek,Male,93,1958-07-05,Help Desk Operator,Entertainment,High Net Worth,N,No,7,65
421,Tish,Netti,Female,26,1999-03-19,Sales Representative,Retail,Mass Customer,N,Yes,2,25
424,Dennie,Eunson,Male,77,1978-01-25,Research Nurse,Health,High Net Worth,N,No,9,46
425,Michaeline,Bordman,Female,60,1953-11-19,Sales Representative,Retail,Mass Customer,N,Yes,20,70
426,Emlyn,Anstice,Female,10,1972-06-02,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,8,51
427,Giusto,Torbett,Male,77,1996-12-19,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2,27
428,Freida,Everil,Female,0,1977-05-03,Structural Engineer,Health,High Net Worth,N,Yes,14,46
429,Berny,Bold,Female,7,1978-07-30,Community Outreach Specialist,IT,High Net Worth,N,Yes,21,45
430,Janice,Himsworth,Female,46,1973-04-26,Paralegal,Financial Services,High Net Worth,N,Yes,11,50
431,Gale,Done,Male,8,1956-03-26,Research Nurse,Health,Affluent Customer,N,Yes,18,68
432,Amby,Pentin,Male,83,1990-02-12,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,10,34
433,Reinhard,Jubert,Male,94,1964-03-12,Statistician II,Property,Affluent Customer,N,No,15,60
435,Jerome,Muggeridge,Male,5,1999-12-23,GIS Technical Architect,Telecommunications,Mass Customer,N,No,1,24
436,Erwin,Pendre,Male,75,1957-12-24,Internal Auditor,IT,Mass Customer,N,No,18,66
437,Sayres,Duthie,Male,24,1976-08-14,Systems Administrator III,Manufacturing,Affluent Customer,N,Yes,17,47
438,Ebenezer,Bottelstone,Male,25,1989-08-17,Internal Auditor,Property,High Net Worth,N,Yes,13,34
440,Sheena,O'Duggan,Female,46,1977-12-16,Business Systems Development Analyst,Telecommunications,Mass Customer,N,No,10,46
444,Britteny,Falconer-Taylor,Female,32,1967-02-24,Staff Scientist,Manufacturing,Mass Customer,N,Yes,8,57
445,Timothy,Wenham,Male,91,1984-11-13,Executive Secretary,Financial Services,Mass Customer,N,No,5,39
446,Marilee,Oosthout de Vree,Female,73,1978-07-02,Tax Accountant,IT,Affluent Customer,N,Yes,4,45
447,Brittany,Peasey,Female,98,2001-11-06,Help Desk Technician,Argiculture,Mass Customer,N,Yes,1,22
448,Robin,Crack,Female,34,1995-04-26,Software Engineer III,IT,High Net Worth,N,No,3,28
449,Shana,Fortesquieu,Female,74,1974-09-24,VP Product Management,Manufacturing,High Net Worth,N,Yes,6,49
450,Myrlene,Rothwell,Female,5,1975-04-02,Structural Analysis Engineer,Entertainment,Mass Customer,N,Yes,18,49
452,Natalee,Bamford,Female,22,1959-08-11,Account Coordinator,Property,Mass Customer,N,Yes,5,64
455,Mile,Dionisii,Male,97,1991-11-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,5,32
456,Randolph,Redihalgh,Male,47,1975-11-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,17,48
457,Querida,Danilchev,Female,70,1980-12-14,Recruiting Manager,Financial Services,High Net Worth,N,Yes,17,43
458,Osborn,Pentony,Male,57,1969-04-21,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,18,54
459,Bel,Cheeke,Female,88,1986-08-04,Civil Engineer,Manufacturing,Mass Customer,N,Yes,13,37
461,Jsandye,Melendez,Female,19,1979-10-09,Social Worker,Health,Mass Customer,N,Yes,14,44
463,Allis,Blanche,Female,9,1962-03-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,20,62
465,Alina,Wilsey,Female,54,1976-03-27,Developer III,Financial Services,Affluent Customer,N,Yes,14,48
467,Welbie,Rockliffe,Male,51,1954-01-02,Human Resources Assistant I,Property,Affluent Customer,N,No,15,70
468,Valeria,Ladyman,Female,11,1974-01-19,Software Test Engineer I,Property,High Net Worth,N,Yes,8,50
469,Levi,Cartmell,Male,91,1996-05-03,Actuary,Financial Services,High Net Worth,N,Yes,3,27
471,Libby,Wardesworth,Female,82,1956-01-01,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,68
472,Kippy,Jessel,Female,38,1990-11-16,Internal Auditor,Financial Services,Mass Customer,N,Yes,8,33
473,Benji,O'Shirine,Male,2,1977-03-13,Junior Executive,Health,Mass Customer,N,Yes,20,47
474,Consolata,Clacson,Female,86,1983-01-15,Geologist IV,Entertainment,Affluent Customer,N,No,18,41
477,Cheri,Hazeman,Female,32,1960-11-26,Media Manager II,Financial Services,High Net Worth,N,Yes,13,63
481,Marcella,Manzell,Female,68,1990-04-12,Programmer IV,Argiculture,Mass Customer,N,No,8,34
483,Bertrand,Penkethman,Male,35,1973-05-02,Sales Representative,Retail,Affluent Customer,N,No,9,50
484,Mason,Kohrsen,Male,64,1974-04-24,Programmer IV,Manufacturing,Mass Customer,N,No,22,49
485,Ulrika,Steagall,Female,23,1974-11-08,Statistician III,Manufacturing,High Net Worth,N,No,20,49
486,Prudi,Edon,Female,0,1955-12-30,Technical Writer,Manufacturing,Affluent Customer,N,Yes,15,68
487,Elayne,Braiden,Female,70,1979-09-19,Food Chemist,Health,Mass Customer,N,No,10,44
488,Domini,Ghelerdini,Female,24,1980-07-11,Help Desk Operator,Property,Mass Customer,N,Yes,10,43
489,Tresa,Reeks,Female,18,1971-05-31,Senior Editor,Retail,Mass Customer,N,Yes,4,52
491,Andrea,Funcheon,Male,45,1976-02-20,Speech Pathologist,Property,Affluent Customer,N,Yes,19,48
492,Pail,Ashplant,Male,54,1976-04-28,Environmental Tech,Financial Services,Mass Customer,N,No,21,47
493,Tommie,Banbridge,Female,83,1960-09-13,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5,63
495,Lucius,Prescott,Male,91,1959-02-21,VP Accounting,Financial Services,Mass Customer,N,Yes,6,65
496,Korry,Cosgrove,Female,25,1976-01-28,Engineer II,Financial Services,Affluent Customer,N,Yes,11,48
498,Emmalee,Sketcher,Female,58,1978-04-30,VP Sales,Manufacturing,High Net Worth,N,Yes,10,45
499,Dalli,Baggally,Male,39,1961-03-15,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,No,19,63
500,Lazar,Crathern,Male,19,1992-04-11,Recruiting Manager,Retail,Affluent Customer,N,Yes,10,32
502,Rica,Raveau,Female,39,1970-12-24,Teacher,Manufacturing,Mass Customer,N,No,18,53
503,Burr,Gerb,Male,87,1989-07-19,Dental Hygienist,Health,Affluent Customer,N,Yes,10,34
504,Vinny,Hegley,Male,93,1995-04-25,Environmental Tech,Manufacturing,High Net Worth,N,Yes,7,28
506,Brett,Scrancher,Female,43,1985-02-14,Health Coach II,Retail,Mass Customer,N,No,21,39
508,Abagail,Tordiffe,Female,94,1971-01-18,Project Manager,Property,Mass Customer,N,Yes,11,53
509,Tobe,Vamplew,Male,64,1979-08-06,Developer II,Financial Services,Affluent Customer,N,Yes,21,44
511,Theo,Tolmie,Female,92,1982-12-02,Dental Hygienist,Health,High Net Worth,N,No,10,41
512,Sigfried,Semken,Male,76,1955-04-15,VP Accounting,Financial Services,Mass Customer,N,No,6,68
515,Winna,Verny,Female,55,1989-09-04,Help Desk Operator,IT,High Net Worth,N,No,8,34
516,Craggy,Loadsman,Male,23,1958-01-07,Environmental Tech,Financial Services,Mass Customer,N,No,20,66
517,Iona,Fidgeon,Female,73,1985-08-20,Chief Design Engineer,Property,Mass Customer,N,Yes,3,38
518,Bernhard,Senett,Male,60,1991-04-28,Database Administrator IV,Retail,Mass Customer,N,Yes,10,32
520,Jazmin,Neumann,Female,66,1964-08-09,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15,59
521,Peri,Hovie,Female,29,1978-12-19,Help Desk Operator,Health,High Net Worth,N,No,16,45
523,Elberta,Tixall,Female,44,1974-11-24,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,16,49
524,Florence,Held,Female,16,1962-09-09,Nurse,Retail,Mass Customer,N,No,11,61
525,Lennard,Donizeau,Male,64,1980-02-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9,44
527,Lorilyn,Topaz,Female,81,1990-10-19,VP Quality Control,Financial Services,Mass Customer,N,Yes,9,33
528,Gayel,Downs,Female,10,1979-06-06,Registered Nurse,Health,Mass Customer,N,No,4,44
529,Sandor,Tumber,Male,18,1989-07-21,Operator,Retail,Affluent Customer,N,Yes,10,34
530,Townie,Perez,Male,2,1974-09-24,Recruiter,Manufacturing,Mass Customer,N,No,15,49
531,Modesty,Fletcher,Female,94,1993-08-26,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1,30
532,Row,Mawditt,Female,25,1961-01-14,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,19,63
533,Conny,Shearmer,Male,40,1981-12-14,Database Administrator III,Retail,Mass Customer,N,No,11,42
536,Jannelle,Leist,Female,64,1959-04-07,Recruiting Manager,Manufacturing,Affluent Customer,N,No,16,65
537,Raine,Sneezum,Female,16,1989-03-26,Structural Engineer,Entertainment,High Net Worth,N,No,7,35
538,Millicent,Wiffler,Female,33,1956-10-21,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,67
540,Tresa,Dy,Female,80,2001-04-28,Chemical Engineer,Manufacturing,Mass Customer,N,No,1,22
542,Berri,McManamen,Female,78,1967-01-14,Accountant III,Manufacturing,Mass Customer,N,No,18,57
543,Mikey,Rizzetti,Male,9,1973-08-03,Account Coordinator,Retail,Affluent Customer,N,Yes,17,50
544,Giacomo,Johanning,Male,51,1990-10-12,Structural Engineer,Manufacturing,High Net Worth,N,Yes,5,33
545,Alecia,Crosse,Female,43,1978-06-04,Project Manager,Health,Mass Customer,N,Yes,18,45
546,Jorie,Pigott,Female,80,1981-02-24,Information Systems Manager,Health,Mass Customer,N,Yes,12,43
547,Andee,Robjant,Female,22,1996-05-14,Sales Associate,Health,Mass Customer,N,No,5,27
549,Abrahan,Luckman,Male,84,1985-06-15,Human Resources Manager,Retail,Mass Customer,N,Yes,2,38
551,Florence,Muldoon,Female,8,1987-08-10,Structural Engineer,Financial Services,High Net Worth,N,No,9,36
552,Hilly,Kleinmann,Male,66,1978-09-09,Geological Engineer,Manufacturing,High Net Worth,N,Yes,20,45
553,Charlean,Fantone,Female,62,1979-05-12,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,7,44
554,Esmaria,Dobbison,Female,33,1955-05-06,Graphic Designer,Health,Mass Customer,N,Yes,7,68
555,Jarib,Senior,Male,99,1970-11-08,Junior Executive,Property,Mass Customer,N,No,4,53
559,Erma,Vyel,Female,39,1988-03-05,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,16,36
560,Dorree,Sanja,Female,1,1953-10-11,Social Worker,Health,Affluent Customer,N,No,8,70
563,Rube,Itzhayek,Male,25,1974-09-20,Accounting Assistant II,IT,Mass Customer,N,Yes,19,49
564,Nettie,Iddy,Female,7,1983-11-07,Operator,Retail,High Net Worth,N,No,7,40
565,Saleem,Meller,Male,30,1959-10-02,Civil Engineer,Manufacturing,Mass Customer,N,Yes,16,64
566,Datha,McPheat,Female,66,1978-12-09,Systems Administrator I,Financial Services,High Net Worth,N,Yes,9,45
568,Quinn,Fulks,Male,32,1957-12-15,VP Sales,Manufacturing,Mass Customer,N,No,13,66
569,Jaime,Warkup,Male,30,1976-01-31,Analog Circuit Design manager,IT,Mass Customer,N,No,10,48
570,Xever,Baldetti,Male,14,1978-06-24,VP Product Management,Financial Services,Mass Customer,N,Yes,15,45
571,Ramonda,McKellar,Female,30,1958-02-15,Assistant Media Planner,Entertainment,Mass Customer,N,No,6,66
572,Clementius,Everington,Male,0,1967-05-01,Clinical Specialist,Health,High Net Worth,N,Yes,5,56
574,Gerard,Steketee,Male,95,1990-04-09,Senior Cost Accountant,Financial Services,Mass Customer,N,No,20,34
575,Etan,Poyle,Male,64,1956-06-10,VP Accounting,Financial Services,High Net Worth,N,Yes,11,67
576,Bart,Eakle,Male,98,1977-05-19,Recruiter,Retail,Mass Customer,N,Yes,7,46
579,Cathlene,Bellas,Female,89,1974-06-11,Software Engineer II,Health,Mass Customer,N,No,12,49
580,Johnathan,Audiss,Male,83,1975-12-03,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14,48
581,Brenna,Dacks,Female,32,1969-05-22,Computer Systems Analyst IV,Financial Services,Mass Customer,N,Yes,16,54
583,Tirrell,Haysham,Male,97,1986-04-14,Registered Nurse,Health,Mass Customer,N,No,4,37
584,Fiona,Clines,Female,10,1995-09-15,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,19,28
586,Jayme,Baunton,Female,63,1999-03-15,Chief Design Engineer,Manufacturing,Mass Customer,N,No,4,25
587,Adolphus,Seers,Male,43,1966-05-27,Registered Nurse,Health,Mass Customer,N,Yes,19,57
588,Gunther,Jackman,Male,15,1963-10-05,Assistant Media Planner,Entertainment,Mass Customer,N,No,11,60
589,Duff,Anan,Male,76,1995-12-07,Compensation Analyst,Financial Services,Mass Customer,N,Yes,1,28
590,Ddene,Burleton,Female,85,1988-09-09,Assistant Professor,Health,Mass Customer,N,Yes,11,35
591,Sydney,Endacott,Male,16,1974-10-02,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,16,49
592,Edik,Connichie,Male,73,1992-09-24,VP Sales,Manufacturing,Mass Customer,N,No,2,31
595,Nikola,Jeanon,Male,72,1973-05-12,VP Marketing,Financial Services,Mass Customer,N,No,22,50
596,Sue,Chapelhow,Female,9,1968-10-20,Recruiter,Property,Affluent Customer,N,No,13,55
597,Cassandra,Aucoate,Female,6,1954-12-10,Recruiter,Manufacturing,Mass Customer,N,No,6,69
598,Zebulen,Swadon,Male,25,1967-06-27,Financial Advisor,Financial Services,High Net Worth,N,No,12,56
600,Duke,Allnatt,Male,65,1974-05-10,Nurse,Argiculture,Mass Customer,N,Yes,8,49
601,Ken,Renfree,Male,56,1992-12-04,Senior Quality Engineer,Retail,High Net Worth,N,Yes,4,31
603,Alidia,Durrett,Female,28,1987-04-18,Marketing Assistant,Financial Services,Affluent Customer,N,No,11,36
604,Mella,Petrovsky,Female,72,1998-02-10,Help Desk Operator,IT,Affluent Customer,N,No,3,26
605,Bart,Creenan,Male,13,1972-03-26,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5,52
606,Filia,Rosson,Female,62,1989-07-16,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2,34
607,Adelaida,Redmond,Female,55,1976-08-10,Dental Hygienist,Health,Mass Customer,N,No,15,47
608,Alisun,Heinecke,Female,55,1980-01-08,Accounting Assistant I,Retail,High Net Worth,N,Yes,12,44
609,Margalit,Dorwood,Female,32,2000-11-06,Computer Systems Analyst II,Health,Mass Customer,N,No,1,23
610,Hyatt,Craine,Male,45,1958-03-16,Help Desk Technician,Financial Services,Mass Customer,N,Yes,15,66
611,Otto,Huriche,Male,58,1986-12-20,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,16,37
612,Grange,Skillington,Male,50,1962-01-12,GIS Technical Architect,Health,Mass Customer,N,No,14,62
613,Carolann,O'Hallagan,Female,4,1989-11-14,Analyst Programmer,Property,High Net Worth,N,No,17,34
617,Idell,Cole,Female,81,1960-08-01,Director of Sales,Property,Mass Customer,N,No,15,63
618,Lucho,Mitie,Male,17,1962-04-05,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,18,62
619,Finn,Dahlman,Male,39,1977-08-14,Speech Pathologist,Property,Mass Customer,N,No,20,46
620,Willy,Langley,Female,54,1973-03-26,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,51
623,Hazel,Brokenshire,Male,52,1988-04-23,Health Coach II,Property,High Net Worth,N,No,4,35
624,Winny,Girtin,Male,44,1976-01-13,Research Assistant II,Manufacturing,Mass Customer,N,Yes,13,48
625,Abra,Probets,Female,33,1974-11-27,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,7,49
626,Albrecht,Forty,Male,12,1992-11-24,Geological Engineer,Manufacturing,Mass Customer,N,No,2,31
628,Mallissa,Gillespie,Female,14,1981-10-24,Actuary,Financial Services,Mass Customer,N,No,13,42
629,Basil,Brellin,Male,29,1960-12-06,Chemical Engineer,Manufacturing,High Net Worth,N,No,6,63
630,D'arcy,Rowden,Male,90,1986-08-11,Statistician III,Property,Affluent Customer,N,Yes,17,37
632,Angeli,O'Hegertie,Male,67,1998-04-26,General Manager,Health,Mass Customer,N,No,1,25
634,Melonie,Zisneros,Female,35,1978-01-30,Speech Pathologist,Manufacturing,Mass Customer,N,No,15,46
637,Mercy,Wilsone,Female,60,1976-09-23,Health Coach I,Health,High Net Worth,N,No,13,47
639,Mayor,Ismay,Male,51,1974-06-03,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16,49
640,Galvin,O'Keenan,Male,12,1975-07-12,Librarian,Entertainment,High Net Worth,N,Yes,10,48
641,Foster,Haysar,Male,86,1974-11-21,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,3,49
642,Les,Mines,Male,9,1972-12-19,Automation Specialist IV,Property,Mass Customer,N,No,12,51
643,Carolee,Butters,Female,48,1982-12-29,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,10,41
644,Tomlin,Hastwall,Male,59,1999-12-22,Administrative Officer,Health,Affluent Customer,N,No,2,24
646,Rowena,Parchment,Female,3,1973-07-22,Human Resources Manager,Manufacturing,Affluent Customer,N,No,13,50
647,Stanislas,Baildon,Male,61,1957-01-23,Assistant Manager,Retail,Mass Customer,N,Yes,10,67
